Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Certified Dental Assistant,30%,107,676,0.158284023668639,Medical & Healthcare
Certified Ophthalmic Assistant,30%,108,684,0.1578947368421052,Medical & Healthcare
Ct Technologist,30%,118,681,0.1732745961820851,Medical & Healthcare
Cytotechnologist,30%,111,744,0.1491935483870967,Medical & Healthcare
Diagnostic Medical Sonographer,30%,120,692,0.1734104046242774,Medical & Healthcare
Echocardiographer,30%,120,687,0.1746724890829694,Medical & Healthcare
Eeg Technician,30%,111,669,0.1659192825112107,Medical & Healthcare
Ekg Technician,30%,111,668,0.1661676646706587,Medical & Healthcare
Endoscopy Technician,30%,118,687,0.1717612809315866,Medical & Healthcare
Genetic Counselor,30%,111,1099,0.1010009099181073,Medical & Healthcare
Health Specialist,30%,138,844,0.1635071090047393,Medical & Healthcare
Histologist,30%,113,1142,0.0989492119089317,Medical & Healthcare
Histology Technician,30%,113,1143,0.0988626421697287,Medical & Healthcare
Histotechnologist,30%,109,1080,0.1009259259259259,Medical & Healthcare
Laboratory Technologist,30%,115,1125,0.1022222222222222,Medical & Healthcare
Laser Technician,30%,132,1242,0.1062801932367149,Medical & Healthcare
Mammographer,30%,109,1059,0.1029272898961284,Medical & Healthcare
Mammography Technologist,30%,112,1067,0.1049671977507029,Medical & Healthcare
Medical Dosimetrist,30%,116,670,0.1731343283582089,Medical & Healthcare
Medication Technician,30%,102,517,0.1972920696324951,Medical & Healthcare
Brand Director,30%,264,1671,0.1579892280071813,Sales & Marketing
Business Unit Manager,30%,236,1437,0.1642310368823938,Leadership & Strategy
Psychiatric Nurse,30%,116,711,0.1631504922644163,Medical & Healthcare
Materials Manager,30%,228,1373,0.1660597232337946,Supply Chain & Logistics
Manufacturing Engineer,30%,224,1371,0.1633843909555069,Construction
Outside Machinist,30%,102,664,0.1536144578313253,Construction
Procurement Officer,30%,234,1481,0.1580013504388926,Supply Chain & Logistics
Senior Manufacturing Engineer,30%,214,1348,0.158753709198813,Construction
Stockroom Associate,30%,175,1239,0.1412429378531073,Supply Chain & Logistics
Benefits Analyst,30%,249,1443,0.1725571725571725,Administrative & Clerical
Cyber Security Specialist,30%,273,1602,0.1704119850187266,Data & IT
Information Security Specialist,30%,277,1645,0.1683890577507598,Data & IT
Transportation Coordinator,30%,202,1350,0.1496296296296296,Supply Chain & Logistics
Assistant Hotel Manager,30%,222,1383,0.1605206073752711,Hospitality
Executive Sous Chef,30%,140,815,0.1717791411042944,Hospitality
Director Of Rehabilitation,30%,146,886,0.164785553047404,Medical & Healthcare
Chairman,30%,181,1203,0.1504571903574397,Leadership & Strategy
Hotel Sales Manager,30%,233,1492,0.156166219839142,Hospitality
Community Health Nurse,30%,124,718,0.1727019498607242,Medical & Healthcare
Service Coordinator,30%,227,1473,0.1541072640868974,Supply Chain & Logistics
Warehouse Administrator,30%,226,1341,0.168530947054437,Supply Chain & Logistics
Fitter,30%,98,690,0.1420289855072463,Construction
Landscape Manager,30%,185,1249,0.1481184947958366,Construction
Insurance Consultant,30%,229,1408,0.1626420454545454,Law Enforcement
Floor Manager,30%,194,1229,0.1578519121236777,Hospitality
Computer Repair Technician,30%,188,1420,0.1323943661971831,Data & IT
Information Security Consultant,30%,279,1621,0.1721159777914867,Data & IT
Insurance Coordinator,30%,237,1397,0.1696492483894058,Law Enforcement
Compliance Specialist,30%,235,1366,0.1720351390922401,Law Enforcement
Management Engineer,30%,259,1854,0.139697950377562,Construction
Process Improvement Manager,30%,736,1896,0.3881856540084388,Leadership & Strategy
Recruiting Manager,30%,903,2361,0.3824650571791613,Administrative & Clerical
Revenue Cycle Manager,30%,548,1549,0.3537766300839251,Administrative & Clerical
Salon Manager,30%,470,1263,0.3721298495645289,Hospitality
Security Analyst,30%,729,1817,0.4012107870115575,Data & IT
Strategy Analyst,30%,784,1928,0.4066390041493776,Leadership & Strategy
Car Sales,30%,221,1515,0.1458745874587458,Sales & Marketing
Client Success Manager,30%,286,1824,0.156798245614035,Sales & Marketing
Director Of Sales,30%,255,1665,0.1531531531531531,Sales & Marketing
District Sales Manager,30%,247,1635,0.1510703363914373,Sales & Marketing
External Wholesaler,30%,278,1997,0.1392088132198297,Sales & Marketing
Finance Manager,30%,306,1997,0.1532298447671507,Administrative & Clerical
National Sales Director,30%,707,2002,0.3531468531468531,Sales & Marketing
National Sales Manager,29%,703,1989,0.3534439416792358,Sales & Marketing
Sales Operations Manager,29%,702,1800,0.39,Sales & Marketing
Sales Trainer,29%,682,1686,0.4045077105575326,Sales & Marketing
Senior Merchandiser,29%,616,1598,0.3854818523153942,Sales & Marketing
Technical Sales Engineer,28%,736,2103,0.3499762244412743,Sales & Marketing
Flight Nurse,28%,177,1511,0.1171409662475182,Medical & Healthcare
Assistant Manager,28%,246,1611,0.1527001862197393,Leadership & Strategy
Cannabis,28%,157,1234,0.1272285251215559,Medical & Healthcare
Coordinator,28%,265,1694,0.1564344746162927,Administrative & Clerical
Hvac Installer,28%,206,1696,0.1214622641509434,Construction
Pest Control Technician,28%,214,816,0.2622549019607843,Construction
Aerospace Technician,28%,142,1173,0.1210571184995737,Construction
Automotive Engineer,28%,193,1544,0.125,Construction
Bridge Engineer,28%,183,1517,0.1206328279499011,Construction
Build Engineer,28%,189,1523,0.124097176625082,Construction
Chemical Process Engineer,28%,191,1637,0.1166768478924862,Construction
Consulting Engineer,28%,208,1679,0.1238832638475282,Construction
Deployment Engineer,28%,203,1683,0.1206179441473559,Construction
Drilling Engineer,28%,180,1458,0.1234567901234567,Construction
Entry Level Electrical Engineer,28%,186,1491,0.124748490945674,Construction
Facilities Engineer,28%,253,1778,0.1422947131608549,Construction
Facility Engineer,28%,254,1788,0.1420581655480984,Construction
Field Engineer,28%,257,1801,0.1426985008328706,Construction
Hydraulic Engineer,28%,219,1700,0.1288235294117647,Construction
Industrial Engineer,27%,246,1722,0.1428571428571428,Construction
Infrastructure Engineer,27%,242,1744,0.1387614678899082,Construction
Parking Attendant,26%,191,694,0.2752161383285302,Hospitality
Parking Lot Attendant,26%,189,700,0.27,Hospitality
Restaurant Worker,26%,356,1071,0.3323996265172735,Hospitality
Sous Chef,25%,293,966,0.3033126293995859,Hospitality
Team Member,25%,407,1132,0.3595406360424028,Hospitality
Wine Consultant,25%,323,1073,0.3010251630941286,Hospitality
Hairstylist,25%,127,992,0.1280241935483871,Hospitality
Home Care Aide,25%,154,1106,0.1392405063291139,Medical & Healthcare
Midwife,25%,327,1006,0.3250497017892644,Medical & Healthcare
Personal Care Assistant,25%,382,1125,0.3395555555555555,Medical & Healthcare
Provider,25%,386,1100,0.3509090909090909,Medical & Healthcare
Recreation Leader,25%,600,1484,0.4043126684636118,Hospitality
Shopper,25%,366,1162,0.3149741824440619,Sales & Marketing
Youth Advocate,25%,434,1230,0.3528455284552845,Communication & PR
Youth Coordinator,25%,237,1485,0.1595959595959596,Communication & PR
Youth Specialist,25%,229,1458,0.1570644718792866,Communication & PR
Combat Engineer,25%,72,569,0.1265377855887522,Construction
Fire Marshal,25%,200,1658,0.120627261761158,Law Enforcement
Hospital Security Officer,25%,171,1185,0.1443037974683544,Law Enforcement
Safety Officer,25%,463,1279,0.3620015637216575,Law Enforcement
Security Agent,25%,294,937,0.3137673425827108,Law Enforcement
Traffic Coordinator,25%,610,1701,0.3586125808348031,Supply Chain & Logistics
Change Manager,25%,241,1573,0.1532104259376986,Leadership & Strategy
Desktop Engineer,25%,214,1711,0.1250730566919929,Data & IT
Desktop Support Analyst,25%,247,1585,0.1558359621451104,Data & IT
Enterprise Architect,25%,242,1885,0.1283819628647214,Data & IT
Exchange Administrator,25%,260,1835,0.1416893732970027,Data & IT
Gis Manager,25%,264,1844,0.1431670281995661,Data & IT
Instructional Technology Specialist,25%,288,1982,0.1453077699293642,Data & IT
Noc Technician,25%,460,1277,0.360219263899765,Data & IT
Support Analyst,25%,805,2322,0.3466838931955211,Data & IT
Technical Analyst,25%,836,2289,0.3652249890782001,Data & IT
Technical Trainer,25%,867,2423,0.3578208832026413,Data & IT
Family Therapist,25%,221,1724,0.1281902552204176,Medical & Healthcare
Health Psychologist,25%,211,1626,0.1297662976629766,Medical & Healthcare
Peer Counselor,25%,529,1380,0.3833333333333333,Medical & Healthcare
Residence Counselor,25%,505,1348,0.3746290801186943,Medical & Healthcare
Substance Abuse Counselor,25%,374,1046,0.3575525812619503,Medical & Healthcare
Mri Technician,25%,329,1062,0.3097928436911488,Medical & Healthcare
Mri Technologist,25%,330,1065,0.3098591549295774,Medical & Healthcare
Nuclear Medicine Technologist,25%,321,1071,0.299719887955182,Medical & Healthcare
Operating Room Assistant,25%,306,1037,0.2950819672131147,Medical & Healthcare
Pathologist Assistant,25%,307,1020,0.3009803921568627,Medical & Healthcare
Patient Coordinator,25%,524,1538,0.3407022106631989,Medical & Healthcare
Perfusionist,25%,293,981,0.2986748216106014,Medical & Healthcare
Pharmacy Assistant,25%,324,1008,0.3214285714285714,Medical & Healthcare
Physical Therapist Assistant,25%,266,977,0.2722620266120777,Medical & Healthcare
Radiology,25%,366,1444,0.2534626038781163,Medical & Healthcare
Vaccinator,25%,163,543,0.3001841620626151,Medical & Healthcare
Aircraft Inspector,25%,103,999,0.1031031031031031,Construction
Audio Visual Technician,25%,172,1241,0.1385979049153908,Administrative & Clerical
Auto Body Painter,25%,94,883,0.1064552661381653,Construction
Automotive Service Manager,25%,133,1044,0.1273946360153256,Leadership & Strategy
Cabinet Installer,25%,80,575,0.1391304347826087,Construction
Cabinet Maker,25%,79,874,0.0903890160183066,Construction
Crew Scheduler,25%,175,1333,0.1312828207051763,Administrative & Clerical
Driller,25%,62,496,0.125,Construction
Finish Carpenter,25%,172,1538,0.1118335500650195,Construction
Form Carpenter,25%,176,1574,0.1118170266836086,Construction
Hvac Apprentice,25%,188,1582,0.1188369152970922,Construction
Hvac Helper,25%,189,1606,0.1176836861768368,Construction
Installer,25%,212,1740,0.1218390804597701,Construction
Lab Technician,25%,233,1706,0.1365767878077374,Medical & Healthcare
Lube Technician,25%,159,1348,0.1179525222551928,Construction
Machine Builder,25%,188,1529,0.1229561805101373,Construction
Maintenance Specialist,25%,198,1563,0.1266794625719769,Construction
Maintenance Technician,25%,198,1563,0.1266794625719769,Construction
Paint Mixer,25%,254,1269,0.2001576044129235,Construction
Pipeline Technician,25%,310,1049,0.2955195424213536,Construction
Printer Technician,25%,342,1417,0.2413549752999294,Administrative & Clerical
Refrigeration Technician,25%,307,1052,0.2918250950570342,Construction
Relay Technician,25%,334,1112,0.3003597122302158,Construction
Small Engine Mechanic,25%,222,782,0.2838874680306905,Construction
Support Worker,25%,430,1274,0.3375196232339089,Medical & Healthcare
Tire Technician,25%,212,799,0.2653316645807259,Construction
Tool Crib Attendant,25%,213,801,0.2659176029962546,Construction
Toolmaker,25%,213,794,0.2682619647355164,Construction
Utility Worker,25%,235,840,0.2797619047619047,Construction
Welding Inspector,25%,232,807,0.2874845105328377,Construction
Cargo Handler,25%,119,828,0.143719806763285,Supply Chain & Logistics
Director Of Manufacturing,25%,226,1754,0.1288483466362599,Leadership & Strategy
Electrical Inspector,25%,176,1325,0.1328301886792453,Construction
Factory Worker,25%,182,1461,0.1245722108145106,Construction
Manufacturing Operations Manager,25%,258,1853,0.1392336751214247,Leadership & Strategy
Manufacturing Planner,25%,285,1972,0.1445233265720081,Leadership & Strategy
Packaging Designer,25%,781,2946,0.2651052274270197,Construction
Press Brake Operator,25%,255,939,0.2715654952076677,Construction
Production Scheduler,25%,520,1552,0.3350515463917525,Construction
Sewing Machine Operator,25%,210,758,0.2770448548812665,Construction
Storage Manager,25%,499,1415,0.3526501766784452,Supply Chain & Logistics
Hospital Receptionist,25%,254,1641,0.1547836684948202,Administrative & Clerical
Medical Officer,25%,434,1365,0.3179487179487179,Medical & Healthcare
Mental Health Case Manager,25%,614,1703,0.360540223135643,Medical & Healthcare
Patient Care Associate,25%,398,1203,0.3308395677472984,Medical & Healthcare
Pharmacy Analyst,25%,508,1517,0.3348714568226763,Medical & Healthcare
Assistant Community Manager,25%,292,1791,0.163037409268565,Hospitality
Campaign Coordinator,25%,274,1710,0.1602339181286549,Sales & Marketing
Public Information Officer,25%,795,2071,0.3838725253500724,Communication & PR
Social Services Specialist,25%,615,1771,0.3472614342179559,Communication & PR
Director Of Logistics,25%,245,1644,0.1490267639902676,Supply Chain & Logistics
Director Of Purchasing,25%,222,1482,0.1497975708502024,Supply Chain & Logistics
Receiving Manager,25%,579,1629,0.3554327808471454,Supply Chain & Logistics
Shipping Manager,25%,642,1722,0.3728222996515679,Supply Chain & Logistics
Supply Chain Consultant,25%,714,1970,0.3624365482233502,Supply Chain & Logistics
Supply Manager,25%,643,1800,0.3572222222222222,Supply Chain & Logistics
Fitness Consultant,25%,257,1864,0.1378755364806867,Hospitality
Fitness Director,25%,253,1854,0.1364617044228694,Hospitality
Fitness Manager,25%,255,1855,0.137466307277628,Hospitality
Personal Fitness Trainer,25%,403,1149,0.350739773716275,Hospitality
Sports Director,25%,672,1656,0.4057971014492754,Hospitality
Studio Assistant,25%,718,1857,0.386645126548196,Hospitality
Trainer,25%,774,1971,0.3926940639269406,Hospitality
Wellness Consultant,25%,471,1443,0.3264033264033264,Hospitality
Wellness Coordinator,25%,449,1517,0.2959789057350033,Hospitality
Wellness Nurse,25%,348,1027,0.3388510223953262,Medical & Healthcare
Box Office Manager,25%,179,1350,0.1325925925925926,Communication & PR
Development Assistant,25%,238,1584,0.1502525252525252,Administrative & Clerical
Executive Creative Director,25%,368,2299,0.160069595476294,Communication & PR
Line Producer,25%,334,2201,0.1517492049068605,Communication & PR
Media Consultant,25%,843,2278,0.3700614574187884,Communication & PR
Media Producer,25%,793,2650,0.2992452830188679,Communication & PR
Media Relations Manager,25%,831,2391,0.3475533249686324,Communication & PR
Medical Editor,25%,838,2421,0.3461379595208591,Medical & Healthcare
Medical Writer,25%,833,2432,0.3425164473684211,Medical & Healthcare
Public Relations Director,25%,807,2317,0.3482952093223996,Communication & PR
Publisher,25%,808,2321,0.3481258078414476,Communication & PR
Segment Producer,25%,906,2715,0.3337016574585635,Communication & PR
Television Producer,25%,910,2709,0.3359173126614987,Communication & PR
Video Producer,25%,945,2922,0.3234086242299794,Communication & PR
Writing Assistant,25%,820,2801,0.2927525883612995,Communication & PR
Director Of Quality,25%,223,1650,0.1351515151515151,Leadership & Strategy
Qa Director,25%,755,2434,0.310188989317995,Data & IT
Qa Manager,25%,779,2477,0.3144933387161889,Data & IT
Qa Specialist,25%,786,2543,0.3090837593393629,Data & IT
Qa Supervisor,25%,740,2437,0.3036520311858843,Data & IT
Quality Analyst,25%,760,2449,0.3103307472437729,Data & IT
Quality Assurance Analyst,25%,783,2547,0.3074204946996466,Data & IT
Quality Assurance Specialist,25%,772,2533,0.3047769443347809,Data & IT
Quality Control Analyst,25%,728,2499,0.2913165266106443,Data & IT
Quality Control Inspector,25%,625,2141,0.2919196637085474,Data & IT
Quality Control Specialist,25%,708,2467,0.2869882448317795,Data & IT
Quality Inspector,25%,457,1684,0.2713776722090261,Data & IT
Usability Engineer,25%,915,2369,0.3862389193752638,Data & IT
Admissions Assistant,25%,256,1782,0.143658810325477,Administrative & Clerical
Aide,25%,212,1608,0.1318407960199005,Medical & Healthcare
Assistant Teacher,25%,232,1554,0.1492921492921493,Communication & PR
Classroom Assistant,25%,227,1580,0.1436708860759493,Communication & PR
Clinical Instructor,25%,182,1313,0.1386138613861386,Medical & Healthcare
Computer Science Teacher,25%,208,1526,0.1363040629095675,Communication & PR
Custodial Supervisor,25%,171,1327,0.1288620949510173,Administrative & Clerical
Driving Instructor,25%,126,881,0.1430192962542565,Communication & PR
Economics Teacher,25%,219,1597,0.1371321227301189,Communication & PR
Educational Assistant,25%,232,1561,0.1486226777706598,Communication & PR
Graduate Assistant,25%,264,1907,0.1384373361300472,Communication & PR
Instructional Coordinator,25%,301,2036,0.1478388998035363,Communication & PR
Library Director,25%,281,1861,0.1509940891993552,Communication & PR
Online Teacher,25%,604,1794,0.3366778149386845,Communication & PR
Online Tutor,25%,586,1757,0.3335230506545247,Communication & PR
Para Educator,25%,442,1289,0.3429014740108611,Communication & PR
Sign Language Interpreter,25%,288,895,0.3217877094972067,Communication & PR
Special Education Coordinator,25%,429,1280,0.33515625,Communication & PR
Superintendent,25%,333,1035,0.3217391304347826,Leadership & Strategy
Conservator,25%,115,1029,0.1117589893100097,Communication & PR
Director Of Photography,25%,192,1595,0.1203761755485893,Communication & PR
Event Designer,25%,386,2432,0.1587171052631578,Sales & Marketing
Multimedia Artist,25%,754,2769,0.272300469483568,Sales & Marketing
Multimedia Designer,25%,784,2900,0.2703448275862068,Sales & Marketing
Photography Assistant,25%,600,2154,0.2785515320334262,Sales & Marketing
Production Artist,25%,748,2900,0.2579310344827586,Sales & Marketing
Real Estate Photographer,25%,567,2010,0.282089552238806,Sales & Marketing
Sound Designer,25%,814,2667,0.3052118485189351,Sales & Marketing
Sound Engineer,25%,798,2599,0.3070411696806464,Sales & Marketing
Studio Engineer,25%,789,2589,0.3047508690614137,Sales & Marketing
Video Production,25%,902,2865,0.3148342059336824,Sales & Marketing
Central Service Technician,25%,149,1171,0.1272416737830913,Medical & Healthcare
Clinical Dietitian,25%,183,1330,0.137593984962406,Medical & Healthcare
Dental Assistant,25%,133,999,0.1331331331331331,Medical & Healthcare
Dental Hygienist,25%,134,996,0.1345381526104417,Medical & Healthcare
Dialysis Rn,25%,155,1177,0.1316907391673746,Medical & Healthcare
Dietitian,25%,174,1299,0.1339491916859122,Medical & Healthcare
Discharge Planner,25%,239,1530,0.1562091503267973,Medical & Healthcare
Environmental Health Specialist,25%,256,1832,0.1397379912663755,Medical & Healthcare
Health Technician,25%,230,1743,0.1319563970166379,Medical & Healthcare
Hospital Technician,25%,206,1577,0.1306277742549144,Medical & Healthcare
Hygienist,25%,178,1172,0.151877133105802,Medical & Healthcare
Intervention Specialist,25%,248,1844,0.1344902386117136,Medical & Healthcare
Lead Medical Assistant,25%,196,1543,0.1270252754374595,Medical & Healthcare
Lead Pharmacy Technician,25%,194,1534,0.1264667535853976,Medical & Healthcare
Marine Engineer,25%,220,1668,0.13189448441247,Leadership & Strategy
Materials Engineer,25%,445,1345,0.3308550185873606,Leadership & Strategy
Mechanical Project Engineer,25%,463,1361,0.340191036002939,Leadership & Strategy
Packaging Engineer,25%,518,1750,0.296,Leadership & Strategy
Performance Engineer,25%,479,1384,0.3460982658959537,Leadership & Strategy
Product Development Engineer,25%,497,1399,0.355253752680486,Leadership & Strategy
Reliability Engineer,25%,460,1373,0.3350327749453751,Leadership & Strategy
Senior Process Engineer,25%,482,1417,0.3401552575864502,Leadership & Strategy
Senior Project Engineer,25%,483,1415,0.3413427561837456,Leadership & Strategy
Senior Structural Engineer,25%,476,1400,0.34,Leadership & Strategy
Shift Engineer,25%,339,1086,0.3121546961325966,Leadership & Strategy
Video Engineer,25%,711,2095,0.3393794749403341,Leadership & Strategy
Welding Supervisor,25%,234,821,0.2850182704019488,Leadership & Strategy
Account Representative,25%,211,1581,0.133459835547122,Sales & Marketing
Area Supervisor,25%,217,1508,0.1438992042440318,Leadership & Strategy
Assistant Facility Manager,25%,231,1547,0.1493212669683258,Leadership & Strategy
Business Support,25%,269,1795,0.1498607242339832,Administrative & Clerical
Counter Manager,25%,170,1337,0.1271503365744203,Sales & Marketing
Facilitator,25%,287,2002,0.1433566433566433,Leadership & Strategy
Facilities Management,25%,261,1856,0.140625,Construction
Master Scheduler,25%,491,1471,0.3337865397688647,Leadership & Strategy
Office Support,25%,615,1612,0.3815136476426799,Administrative & Clerical
Program Officer,25%,722,1874,0.3852721451440768,Leadership & Strategy
Program Specialist,25%,737,1916,0.3846555323590814,Leadership & Strategy
Recovery Specialist,25%,569,1670,0.3407185628742515,Medical & Healthcare
Retention Specialist,25%,551,1584,0.3478535353535353,Leadership & Strategy
Senior Administrative Assistant,25%,546,1705,0.3202346041055718,Administrative & Clerical
Study Coordinator,25%,588,1705,0.3448680351906158,Medical & Healthcare
Team Coordinator,25%,598,1775,0.3369014084507042,Leadership & Strategy
Freight Associate,25%,214,1722,0.1242740998838559,Supply Chain & Logistics
Freight Coordinator,25%,246,1828,0.1345733041575492,Supply Chain & Logistics
Loader,25%,108,908,0.118942731277533,Supply Chain & Logistics
Mover,25%,165,625,0.264,Supply Chain & Logistics
Parts Runner,25%,205,681,0.3010279001468429,Supply Chain & Logistics
Transportation Inspector,25%,257,921,0.2790445168295331,Supply Chain & Logistics
Banquet Chef,25%,131,1071,0.1223155929038282,Hospitality
Beverage Manager,25%,166,1278,0.1298904538341158,Hospitality
Casino,25%,145,1133,0.1279788172992056,Hospitality
Casino Host,25%,183,1397,0.1309949892627058,Hospitality
Catering Chef,25%,137,1079,0.1269694161260426,Hospitality
Chef De Cuisine,25%,132,1016,0.1299212598425196,Hospitality
Chef De Partie,25%,134,1050,0.1276190476190476,Hospitality
Crew Chief,25%,109,879,0.124004550625711,Leadership & Strategy
Dining Room Manager,25%,175,1342,0.1304023845007451,Hospitality
Executive Housekeeper,25%,201,1261,0.1593973037272006,Hospitality
Food Prep,25%,129,1314,0.0981735159817351,Hospitality
Food Service Supervisor,25%,195,1337,0.1458489154824233,Hospitality
Food Service Worker,25%,154,1144,0.1346153846153846,Hospitality
Food Worker,25%,109,864,0.1261574074074074,Hospitality
Houseperson,25%,92,844,0.1090047393364928,Hospitality
Kitchen Assistant,25%,95,1082,0.0878003696857671,Hospitality
Kitchen Staff,25%,96,792,0.1212121212121212,Hospitality
Kitchen Steward,25%,92,725,0.1268965517241379,Hospitality
Warehouse Technician,25%,390,1182,0.3299492385786802,Supply Chain & Logistics
Environmental Consultant,25%,229,1840,0.1244565217391304,Leadership & Strategy
Organizational Development Consultant,25%,741,2138,0.3465855940130963,Leadership & Strategy
Service Consultant,25%,601,1719,0.3496218731820826,Sales & Marketing
Call Center Agent,25%,296,1897,0.1560358460727464,Sales & Marketing
Call Center Operator,25%,296,1897,0.1560358460727464,Sales & Marketing
Collections Agent,25%,265,1744,0.1519495412844036,Sales & Marketing
Customer Support Manager,25%,281,1747,0.160847166571265,Sales & Marketing
Customer Support Representative,25%,313,1911,0.1637885923600209,Sales & Marketing
Solutions Engineer,25%,904,2370,0.3814345991561181,Data & IT
Advertising Sales,25%,240,1570,0.1528662420382165,Sales & Marketing
Commercial Manager,25%,264,1735,0.1521613832853026,Sales & Marketing
Community Manager,25%,335,1928,0.1737551867219917,Leadership & Strategy
Digital Producer,25%,373,2471,0.150951031970862,Communication & PR
Lead Generator,25%,479,2883,0.1661463753035033,Sales & Marketing
Marketing Associate,25%,586,3251,0.1802522300830513,Sales & Marketing
Marketing Communications,25%,581,3233,0.1797092483761212,Communication & PR
Marketing Communications Manager,25%,578,3227,0.1791137279206693,Communication & PR
Marketing Communications Specialist,25%,586,3251,0.1802522300830513,Communication & PR
Marketing Engineer,25%,590,3260,0.1809815950920245,Sales & Marketing
Media Director,25%,770,2159,0.3566465956461325,Communication & PR
Media Planner,25%,813,2673,0.3041526374859708,Communication & PR
Print Production Manager,25%,701,2336,0.3000856164383562,Communication & PR
Social Media Director,25%,1009,3039,0.3320171108917407,Communication & PR
Wedding Planner,25%,787,2506,0.3140462889066241,Hospitality
Product Coordinator,25%,749,2026,0.3696939782823297,Sales & Marketing
Project Assistant,25%,817,2252,0.3627886323268206,Administrative & Clerical
Bakery Clerk,25%,138,1207,0.1143330571665285,Hospitality
Bench Jeweler,25%,95,766,0.1240208877284595,Hospitality
Grocery Stocker,25%,147,1023,0.1436950146627566,Hospitality
Merchandiser,25%,658,1759,0.374076179647527,Hospitality
Retail Consultant,25%,655,1808,0.3622787610619469,Hospitality
Retail Merchandiser,25%,604,1578,0.3827629911280101,Hospitality
Retail Sales,25%,572,1448,0.3950276243093922,Hospitality
Retail Sales Associate,25%,561,1422,0.3945147679324894,Hospitality
Retail Sales Manager,25%,649,1685,0.3851632047477745,Hospitality
Retail Salesperson,25%,558,1409,0.3960255500354862,Hospitality
Retail Specialist,25%,586,1618,0.3621755253399258,Hospitality
Sales Merchandiser,25%,591,1562,0.3783610755441741,Hospitality
Stocker,25%,285,1041,0.2737752161383285,Hospitality
Visual Merchandising Manager,25%,760,2277,0.3337725076855511,Hospitality
Boilermaker,25%,59,495,0.1191919191919192,Construction
Construction Consultant,25%,206,1450,0.1420689655172413,Construction
Elevator Mechanic,25%,58,490,0.1183673469387755,Construction
Home Builder,25%,199,1646,0.1208991494532199,Construction
Pipe Fitter,25%,232,879,0.2639362912400455,Construction
Insurance Verification Specialist,25%,292,2021,0.144482929242949,Medical & Healthcare
Lead Engineer,25%,291,1884,0.1544585987261146,Construction
Lead Software Engineer,25%,287,1861,0.1542181622783449,Data & IT
Python Developer,25%,541,1469,0.3682777399591559,Data & IT
Senior Software Developer,25%,952,2436,0.3908045977011494,Data & IT
Senior Software Engineer,25%,950,2434,0.390304026294166,Data & IT
Software Developer,25%,946,2429,0.3894606834088102,Data & IT
Web Architect,25%,1067,2752,0.3877180232558139,Data & IT
Business Intelligence Manager,25%,235,1554,0.1512226512226512,Data & IT
Business Process Analyst,25%,261,2008,0.1299800796812749,Data & IT
Erp Consultant,25%,270,1842,0.1465798045602606,Data & IT
Microstrategy Developer,25%,533,1457,0.3658201784488675,Data & IT
Research Manager,25%,994,2806,0.3542409123307198,Leadership & Strategy
Researcher,25%,1028,2939,0.3497788363388908,Communication & PR
Senior Analyst,25%,809,2272,0.3560739436619718,Administrative & Clerical
Server Administrator,25%,884,2331,0.3792363792363792,Data & IT
3D Designer,25%,272,1956,0.1390593047034765,Sales & Marketing
Junior Designer,25%,390,2388,0.1633165829145728,Sales & Marketing
Senior Designer,25%,907,2523,0.3594926674593737,Communication & PR
Benefits Specialist,25%,217,1444,0.1502770083102493,Administrative & Clerical
Driver Recruiter,25%,175,1148,0.1524390243902439,Administrative & Clerical
Hr Generalist,25%,368,2189,0.1681132937414344,Administrative & Clerical
Human Resources Business Partner,25%,366,2234,0.1638316920322292,Leadership & Strategy
Human Resources Executive,25%,355,2093,0.1696129956999522,Leadership & Strategy
Human Resources Generalist,25%,371,2244,0.1653297682709447,Administrative & Clerical
Medical Recruiter,25%,800,2214,0.3613369467028003,Medical & Healthcare
Payroll Manager,25%,688,2069,0.3325277912034799,Administrative & Clerical
Workforce Manager,25%,617,1757,0.3511667615253273,Leadership & Strategy
Digital Court Reporter,25%,200,1330,0.150375939849624,Law Enforcement
Legal Administrator,25%,285,1844,0.1545553145336225,Law Enforcement
Legal Clerk,25%,275,1582,0.1738305941845765,Law Enforcement
Legal Editor,25%,347,2167,0.1601292108906322,Law Enforcement
Legal Officer,25%,295,1961,0.1504334523202447,Law Enforcement
Personal Injury Attorney,25%,423,1288,0.328416149068323,Law Enforcement
Trial Attorney,25%,377,1152,0.3272569444444444,Law Enforcement
Animal Control Officer,25%,161,1239,0.1299435028248587,Law Enforcement
Veterinary Assistant,25%,285,898,0.3173719376391982,Medical & Healthcare
Community Health Worker,25%,227,1556,0.1458868894601542,Medical & Healthcare
Community Liaison,25%,246,1602,0.1535580524344569,Communication & PR
Family Advocate,25%,295,2066,0.1427879961277831,Medical & Healthcare
Peer Support Specialist,25%,524,1571,0.3335455124124761,Medical & Healthcare
Victim Advocate,25%,462,1328,0.3478915662650602,Medical & Healthcare
Recreation Specialist,25%,607,1585,0.3829652996845425,Hospitality
Sports,25%,575,1415,0.4063604240282685,Hospitality
Apartment Leasing Agent,25%,240,1595,0.1504702194357366,Hospitality
Apartment Property Manager,25%,233,1537,0.1515940143135979,Hospitality
Commercial Property Manager,25%,224,1516,0.1477572559366754,Hospitality
Housing Counselor,25%,255,1802,0.1415094339622641,Medical & Healthcare
