Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Impact_Level
Technical Sales Representative,0.22,198,1424,0.1390449438202247,Sales & Marketing,Negligible
Technology Sales,0.22,197,1447,0.1361437456807187,Sales & Marketing,Negligible
Territory Sales Representative,0.22,188,1395,0.1347670250896057,Sales & Marketing,Negligible
Wine Sales Representative,0.22,171,1321,0.129447388342165,Sales & Marketing,Negligible
Nurse Extern,0.21,133,771,0.172503242542153,Medical & Healthcare,Negligible
Private Duty Nurse,0.21,114,1168,0.0976027397260274,Medical & Healthcare,Negligible
Student Nurse,0.21,81,378,0.2142857142857142,Medical & Healthcare,Negligible
Category Manager,0.21,6,46,0.1304347826086956,Sales & Marketing,Negligible
Implementation Manager,0.2,291,1948,0.1493839835728952,Leadership & Strategy,Negligible
Linguist,0.2,179,1299,0.1377983063895304,Communication & PR,Negligible
Safety Technician,0.2,130,1135,0.1145374449339207,Construction,Negligible
Trainee,0.2,180,1399,0.128663330950679,Leadership & Strategy,Negligible
Chief Engineer,0.2,6,46,0.1304347826086956,Leadership & Strategy,Negligible
Cisco Voice Engineer,0.2,6,46,0.1304347826086956,Data & IT,Negligible
City Engineer,0.2,6,46,0.1304347826086956,Construction,Negligible
Civil Project Engineer,0.2,6,46,0.1304347826086956,Construction,Negligible
Civil Structural Engineer,0.2,6,46,0.1304347826086956,Construction,Negligible
Construction Engineer,0.2,6,42,0.1428571428571428,Construction,Negligible
Corrosion Engineer,0.2,5,40,0.125,Construction,Negligible
Distribution Center Supervisor,0.2,9,60,0.15,Supply Chain & Logistics,Negligible
Electrical Engineering,0.2,163,1181,0.1380186282811177,Construction,Negligible
Engineering Consultant,0.2,184,1269,0.1449960598896769,Construction,Negligible
Engineering Program Manager,0.2,194,1364,0.1422287390029325,Leadership & Strategy,Negligible
Entry Level Mechanical Engineer,0.2,156,1138,0.1370826010544815,Construction,Negligible
Fire Protection Engineer,0.2,141,1086,0.1298342541436464,Construction,Negligible
Geotechnical Engineer,0.2,156,1150,0.1356521739130435,Construction,Negligible
Highway Engineer,0.2,147,1005,0.1462686567164179,Construction,Negligible
Industrial Designer,0.2,179,1583,0.113076437144662,Construction,Negligible
Junior Mechanical Engineer,0.2,153,1112,0.1375899280575539,Construction,Negligible
Lead Mechanical Engineer,0.2,149,997,0.1494483450351053,Construction,Negligible
Warehouse Clerk,0.2,169,1156,0.1461937716262975,Supply Chain & Logistics,Negligible
Warehouse Driver,0.2,158,1088,0.1452205882352941,Supply Chain & Logistics,Negligible
Warranty Manager,0.2,192,1451,0.1323225361819434,Leadership & Strategy,Negligible
Yard Laborer,0.2,159,1105,0.1438914027149321,Construction,Negligible
Yard Manager,0.2,180,1227,0.1466992665036675,Construction,Negligible
Yard Supervisor,0.2,171,1186,0.1441821247892074,Construction,Negligible
Career Coach,0.2,10,60,0.1666666666666666,Leadership & Strategy,Negligible
Change Management Consultant,0.2,8,54,0.1481481481481481,Leadership & Strategy,Negligible
Employment Consultant,0.2,216,1431,0.1509433962264151,Leadership & Strategy,Negligible
Franchise Consultant,0.2,217,1454,0.1492434662998624,Sales & Marketing,Negligible
Independent Consultant,0.2,294,1860,0.1580645161290322,Leadership & Strategy,Negligible
Recruitment Consultant,0.2,288,2310,0.1246753246753246,Leadership & Strategy,Negligible
Small Business Consultant,0.2,260,2020,0.1287128712871287,Leadership & Strategy,Negligible
Call Center Manager,0.2,10,60,0.1666666666666666,Leadership & Strategy,Negligible
Call Center Supervisor,0.2,10,60,0.1666666666666666,Leadership & Strategy,Negligible
Contact Center Manager,0.2,10,60,0.1666666666666666,Leadership & Strategy,Negligible
Customer Experience Manager,0.2,10,60,0.1666666666666666,Sales & Marketing,Negligible
Customer Service Consultant,0.2,10,60,0.1666666666666666,Sales & Marketing,Negligible
Customer Service Director,0.2,10,60,0.1666666666666666,Sales & Marketing,Negligible
Customer Service Trainer,0.2,10,60,0.1666666666666666,Sales & Marketing,Negligible
Customer Success Manager,0.2,10,60,0.1666666666666666,Sales & Marketing,Negligible
Customer Support Specialist,0.2,10,60,0.1666666666666666,Sales & Marketing,Negligible
Communications Specialist,0.2,9,57,0.1578947368421052,Communication & PR,Negligible
Content Creator,0.2,11,65,0.1692307692307692,Communication & PR,Negligible
Event Specialist,0.2,306,1793,0.1706636921360847,Hospitality,Negligible
Graphic Designer,0.2,372,2526,0.1472684085510688,Sales & Marketing,Negligible
Marketing Administrator,0.2,488,3153,0.1547732318426895,Sales & Marketing,Negligible
Marketing Assistant,0.2,488,3153,0.1547732318426895,Sales & Marketing,Negligible
Marketing Coordinator,0.2,492,3169,0.1552540233512148,Sales & Marketing,Negligible
Marketing Officer,0.2,496,3180,0.1559748427672956,Sales & Marketing,Negligible
Marketing Specialist,0.2,281,2181,0.128839981659789,Sales & Marketing,Negligible
Package Designer,0.2,205,1483,0.1382333108563722,Sales & Marketing,Negligible
Promotions Coordinator,0.2,261,2125,0.1228235294117647,Sales & Marketing,Negligible
Retail Marketing Manager,0.2,280,2109,0.1327643432906591,Sales & Marketing,Negligible
Social Media Assistant,0.2,392,2696,0.14540059347181,Sales & Marketing,Negligible
Social Media Coordinator,0.2,402,2716,0.1480117820324006,Sales & Marketing,Negligible
Product Assistant,0.2,221,1866,0.1184351554126473,Sales & Marketing,Negligible
Product Specialist,0.2,261,2095,0.1245823389021479,Sales & Marketing,Negligible
Project Specialist,0.2,244,1720,0.141860465116279,Leadership & Strategy,Negligible
Dairy Manager,0.2,6,46,0.1304347826086956,Sales & Marketing,Negligible
Grocery Clerk,0.2,141,1033,0.1364956437560503,Sales & Marketing,Negligible
Merchandising Manager,0.2,179,1144,0.1564685314685314,Sales & Marketing,Negligible
Produce Clerk,0.2,104,669,0.1554559043348281,Sales & Marketing,Negligible
Retail Assistant,0.2,220,1135,0.1938325991189427,Sales & Marketing,Negligible
Retail Associate,0.2,221,1178,0.1876061120543293,Sales & Marketing,Negligible
Retail Clerk,0.2,221,1139,0.1940298507462686,Sales & Marketing,Negligible
Retail Operations Manager,0.2,260,1896,0.1371308016877637,Sales & Marketing,Negligible
Retail Supervisor,0.2,241,1727,0.1395483497394325,Sales & Marketing,Negligible
Sales Assistant,0.2,266,1721,0.1545613015688553,Sales & Marketing,Negligible
Store Assistant,0.2,210,1097,0.1914311759343664,Sales & Marketing,Negligible
Store Associate,0.2,208,1094,0.1901279707495429,Sales & Marketing,Negligible
Store Clerk,0.2,208,1094,0.1901279707495429,Sales & Marketing,Negligible
Store Supervisor,0.2,221,1317,0.1678056188306757,Sales & Marketing,Negligible
Vendor Manager,0.2,209,1480,0.1412162162162162,Sales & Marketing,Negligible
Construction Apprentice,0.2,5,40,0.125,Construction,Negligible
Construction Laborer,0.2,5,40,0.125,Construction,Negligible
Construction Project Coordinator,0.2,6,46,0.1304347826086956,Construction,Negligible
Construction Project Manager,0.2,6,46,0.1304347826086956,Construction,Negligible
Construction Worker,0.2,5,40,0.125,Construction,Negligible
Drywall Finisher,0.2,39,433,0.0900692840646651,Construction,Negligible
Field Operator,0.2,114,887,0.1285231116121758,Construction,Negligible
Framer,0.2,41,439,0.0933940774487471,Construction,Negligible
Installation Technician,0.2,163,987,0.1651469098277609,Construction,Negligible
Lineman,0.2,100,612,0.1633986928104575,Construction,Negligible
Lineman Apprentice,0.2,98,609,0.160919540229885,Construction,Negligible
Pipe Welder,0.2,102,1051,0.0970504281636536,Construction,Negligible
Plant Worker,0.2,109,1164,0.0936426116838488,Construction,Negligible
Claim Adjuster,0.2,7,46,0.1521739130434782,Administrative & Clerical,Negligible
Claims Assistant,0.2,7,46,0.1521739130434782,Administrative & Clerical,Negligible
Claims Processor,0.2,7,46,0.1521739130434782,Administrative & Clerical,Negligible
Health Insurance Agent,0.2,256,1544,0.1658031088082901,Medical & Healthcare,Negligible
Health Insurance Specialist,0.2,269,1663,0.1617558628983764,Medical & Healthcare,Negligible
Insurance Agent,0.2,211,1490,0.1416107382550335,Sales & Marketing,Negligible
Insurance Assistant,0.2,207,1473,0.1405295315682281,Administrative & Clerical,Negligible
Neurodiagnostic Technologist,0.2,147,969,0.1517027863777089,Medical & Healthcare,Negligible
Nuclear Pharmacist,0.2,143,939,0.1522896698615548,Medical & Healthcare,Negligible
Nutritionist,0.2,147,980,0.15,Medical & Healthcare,Negligible
Occupational Therapy Aide,0.2,146,957,0.1525600835945663,Medical & Healthcare,Negligible
Occupational Therapy Assistant,0.2,152,992,0.1532258064516129,Medical & Healthcare,Negligible
Oncology Pharmacist,0.2,150,946,0.1585623678646934,Medical & Healthcare,Negligible
Ophthalmic Assistant,0.2,165,961,0.1716961498439126,Medical & Healthcare,Negligible
Ophthalmic Technician,0.2,171,1364,0.125366568914956,Medical & Healthcare,Negligible
Optometric Assistant,0.2,160,955,0.1675392670157068,Medical & Healthcare,Negligible
Optometrist Assistant,0.2,146,898,0.1625835189309576,Medical & Healthcare,Negligible
Orderly,0.2,103,731,0.1409028727770178,Medical & Healthcare,Negligible
Pacu Rn,0.2,146,893,0.1634938409854423,Medical & Healthcare,Negligible
Paramedic,0.2,109,714,0.1526610644257703,Medical & Healthcare,Negligible
Patient Care Manager,0.2,183,1082,0.1691312384473197,Medical & Healthcare,Negligible
Patient Care Technician,0.2,177,1150,0.1539130434782608,Medical & Healthcare,Negligible
Patient Navigator,0.2,195,1133,0.1721094439541041,Medical & Healthcare,Negligible
Patient Sitter,0.2,97,648,0.1496913580246913,Medical & Healthcare,Negligible
Patient Transport,0.2,128,819,0.1562881562881563,Medical & Healthcare,Negligible
Patient Transporter,0.2,129,819,0.1575091575091575,Medical & Healthcare,Negligible
Pediatric Physician Assistant,0.2,154,922,0.1670281995661605,Medical & Healthcare,Negligible
Personal Care Attendant,0.2,130,935,0.1390374331550802,Medical & Healthcare,Negligible
Pharmaceutical Sales,0.2,206,1185,0.1738396624472573,Sales & Marketing,Negligible
Pharmacist,0.2,133,1367,0.0972933430870519,Medical & Healthcare,Negligible
Psychiatric Aide,0.2,121,1365,0.0886446886446886,Medical & Healthcare,Negligible
Psychiatric Technician,0.2,124,1368,0.0906432748538011,Medical & Healthcare,Negligible
Registered Behavior Technician,0.2,126,1099,0.1146496815286624,Medical & Healthcare,Negligible
Registered Respiratory Therapist,0.2,125,1063,0.1175917215428033,Medical & Healthcare,Negligible
Rehab Technician,0.2,116,962,0.1205821205821205,Medical & Healthcare,Negligible
Respiratory Care Practitioner,0.2,98,774,0.1266149870801033,Medical & Healthcare,Negligible
Respiratory Therapist,0.2,100,623,0.160513643659711,Medical & Healthcare,Negligible
Speech Pathologist Assistant,0.2,106,709,0.1495063469675599,Medical & Healthcare,Negligible
Technologist,0.2,141,1182,0.1192893401015228,Medical & Healthcare,Negligible
Travel Cna,0.2,141,1241,0.1136180499597099,Medical & Healthcare,Negligible
Veterinary Technician,0.2,141,1168,0.1207191780821917,Medical & Healthcare,Negligible
Control Room Operator,0.2,5,40,0.125,Construction,Negligible
Electric Lineman,0.2,69,671,0.1028315946348733,Construction,Negligible
Environmental Services Manager,0.2,177,1213,0.145919208573784,Medical & Healthcare,Negligible
Facility Maintenance Manager,0.2,151,1079,0.1399443929564411,Construction,Negligible
Floor Technician,0.2,54,517,0.104448742746615,Construction,Negligible
Groundskeeper,0.2,40,281,0.1423487544483986,Construction,Negligible
Gutter,0.2,34,427,0.0796252927400468,Construction,Negligible
Health And Safety Manager,0.2,203,1303,0.1557943207981581,Construction,Negligible
House Painter,0.2,138,1136,0.1214788732394366,Construction,Negligible
Irrigation Technician,0.2,137,922,0.1485900216919739,Construction,Negligible
Janitorial Supervisor,0.2,136,966,0.1407867494824016,Construction,Negligible
Journeyman Plumber,0.2,114,774,0.1472868217054263,Construction,Negligible
Landscape Technician,0.2,139,844,0.1646919431279621,Construction,Negligible
Lighting Technician,0.2,209,1554,0.1344916344916344,Construction,Negligible
Maintenance Coordinator,0.2,158,1227,0.1287693561532192,Construction,Negligible
Maintenance Electrician,0.2,141,1144,0.1232517482517482,Construction,Negligible
Maintenance Mechanic,0.2,143,1185,0.120675105485232,Construction,Negligible
Maintenance Supervisor,0.2,147,1216,0.1208881578947368,Construction,Negligible
Marine Technician,0.2,166,1325,0.1252830188679245,Construction,Negligible
Mechanical Assembler,0.2,128,1127,0.1135758651286601,Construction,Negligible
Mechanical Technician,0.2,157,1216,0.1291118421052631,Construction,Negligible
Office Technician,0.2,201,1413,0.1422505307855626,Administrative & Clerical,Negligible
Operations Technician,0.2,210,1433,0.1465457083042568,Construction,Negligible
Optical Technician,0.2,194,1415,0.1371024734982332,Medical & Healthcare,Negligible
Parts Manager,0.2,167,999,0.1671671671671671,Supply Chain & Logistics,Negligible
Pc Technician,0.2,203,1429,0.1420573827851644,Data & IT,Negligible
Pipeline Operator,0.2,127,1379,0.0920957215373459,Construction,Negligible
Plant Technician,0.2,133,1095,0.1214611872146118,Construction,Negligible
Pool Manager,0.2,129,1087,0.1186752529898804,Hospitality,Negligible
Pool Technician,0.2,110,898,0.1224944320712694,Hospitality,Negligible
Property Caretaker,0.2,126,1041,0.1210374639769452,Construction,Negligible
Pumper,0.2,104,1136,0.0915492957746478,Construction,Negligible
Refrigeration Mechanic,0.2,111,1207,0.0919635459817729,Construction,Negligible
Repair Technician,0.2,125,1244,0.1004823151125401,Construction,Negligible
Residential Electrician,0.2,77,927,0.0830636461704422,Construction,Negligible
Roughneck,0.2,57,742,0.0768194070080862,Construction,Negligible
Sheet Metal Mechanic,0.2,79,933,0.0846730975348338,Construction,Negligible
Ship Fitter,0.2,69,876,0.0787671232876712,Construction,Negligible
Slot Technician,0.2,70,900,0.0777777777777777,Construction,Negligible
Stage Technician,0.2,103,1064,0.0968045112781954,Construction,Negligible
Structural Welder,0.2,67,879,0.0762229806598407,Construction,Negligible
Substation Electrician,0.2,69,819,0.0842490842490842,Construction,Negligible
Tig Welder,0.2,126,1171,0.107600341588386,Construction,Negligible
Tower Technician,0.2,132,1140,0.1157894736842105,Construction,Negligible
Tradesman,0.2,139,1158,0.120034542314335,Construction,Negligible
Wastewater Operator,0.2,159,1251,0.1270983213429256,Construction,Negligible
Water Operator,0.2,155,1223,0.1267375306623058,Construction,Negligible
Welder Fabricator,0.2,129,1159,0.1113028472821397,Construction,Negligible
Window Cleaner,0.2,109,1064,0.1024436090225563,Construction,Negligible
Camera Operator,0.2,6,48,0.125,Communication & PR,Negligible
Cmm Operator,0.2,5,40,0.125,Construction,Negligible
Die Maker,0.2,4,26,0.1538461538461538,Construction,Negligible
Instrument Fitter,0.2,112,716,0.1564245810055866,Construction,Negligible
Machinist,0.2,116,776,0.1494845360824742,Construction,Negligible
Material Controller,0.2,151,1212,0.1245874587458745,Supply Chain & Logistics,Negligible
Packaging Technician,0.2,151,1227,0.1230643846780766,Supply Chain & Logistics,Negligible
Parts Driver,0.2,99,635,0.1559055118110236,Supply Chain & Logistics,Negligible
Plant Controller,0.2,185,1697,0.1090159104301708,Construction,Negligible
Procurement Coordinator,0.2,236,1941,0.121586810922205,Supply Chain & Logistics,Negligible
Product Designer,0.2,265,2171,0.1220635651773376,Sales & Marketing,Negligible
Production Designer,0.2,239,2062,0.1159068865179437,Sales & Marketing,Negligible
Production Planner,0.2,197,1680,0.1172619047619047,Supply Chain & Logistics,Negligible
Refinery,0.2,110,817,0.1346389228886169,Construction,Negligible
Refinery Operator,0.2,118,957,0.1233019853709508,Construction,Negligible
Stockroom Clerk,0.2,183,1350,0.1355555555555555,Supply Chain & Logistics,Negligible
Retirement Specialist,0.2,212,1613,0.1314321140731556,Administrative & Clerical,Negligible
Development Associate,0.2,9,57,0.1578947368421052,Sales & Marketing,Negligible
Leasing Manager,0.2,222,1703,0.1303581914268937,Administrative & Clerical,Negligible
New Home Sales Consultant,0.2,135,799,0.1689612015018773,Sales & Marketing,Negligible
Property Administrator,0.2,235,2169,0.1083448593822037,Administrative & Clerical,Negligible
Property Management,0.2,257,2256,0.113918439716312,Administrative & Clerical,Negligible
Real Estate Consultant,0.2,262,2321,0.1128823782852219,Sales & Marketing,Negligible
Real Estate Salesperson,0.2,251,2187,0.114769090077732,Sales & Marketing,Negligible
Realtor,0.2,250,2186,0.1143641354071363,Sales & Marketing,Negligible
Residential Director,0.2,212,1617,0.1311069882498454,Leadership & Strategy,Negligible
Salon Receptionist,0.2,187,1029,0.1817298347910592,Hospitality,Negligible
Clinical Consultant,0.2,8,54,0.1481481481481481,Medical & Healthcare,Negligible
Clinical Research Associate,0.2,8,54,0.1481481481481481,Medical & Healthcare,Negligible
Conservationist,0.2,6,46,0.1304347826086956,Medical & Healthcare,Negligible
Ecologist,0.2,145,1121,0.1293487957181088,Medical & Healthcare,Negligible
Ehs Manager,0.2,212,1361,0.1557678177810433,Medical & Healthcare,Negligible
Ehs Specialist,0.2,205,1341,0.1528709917971663,Medical & Healthcare,Negligible
Environmental Coordinator,0.2,213,1388,0.1534582132564841,Medical & Healthcare,Negligible
Environmental Manager,0.2,205,1373,0.1493080844865258,Medical & Healthcare,Negligible
Fisheries Biologist,0.2,140,1110,0.1261261261261261,Medical & Healthcare,Negligible
Fisheries Technician,0.2,136,1095,0.1242009132420091,Medical & Healthcare,Negligible
Geneticist,0.2,144,1161,0.1240310077519379,Medical & Healthcare,Negligible
Geophysicist,0.2,150,1174,0.1277683134582623,Medical & Healthcare,Negligible
Horticulturist,0.2,168,1207,0.1391880695940348,Medical & Healthcare,Negligible
Hydrogeologist,0.2,146,1120,0.1303571428571428,Medical & Healthcare,Negligible
Hydrologist,0.2,149,1126,0.1323268206039076,Medical & Healthcare,Negligible
Laboratory Director,0.2,209,1442,0.1449375866851595,Medical & Healthcare,Negligible
Laboratory Supervisor,0.2,212,1450,0.1462068965517241,Medical & Healthcare,Negligible
Library Assistant,0.2,199,1457,0.1365820178448867,Administrative & Clerical,Negligible
Library Associate,0.2,202,1461,0.1382614647501711,Administrative & Clerical,Negligible
Materials Scientist,0.2,102,717,0.1422594142259414,Medical & Healthcare,Negligible
Microbiologist,0.2,119,767,0.1551499348109517,Medical & Healthcare,Negligible
Microbiology Technologist,0.2,133,853,0.1559202813599062,Medical & Healthcare,Negligible
Molecular Biologist,0.2,115,761,0.1511169513797634,Medical & Healthcare,Negligible
Molecular Technologist,0.2,120,775,0.1548387096774193,Medical & Healthcare,Negligible
Organic Chemist,0.2,100,713,0.1402524544179523,Medical & Healthcare,Negligible
Production Chemist,0.2,130,1306,0.0995405819295559,Medical & Healthcare,Negligible
Research Chemist,0.2,211,1879,0.1122937732836615,Medical & Healthcare,Negligible
Research Consultant,0.2,298,2227,0.1338123035473731,Medical & Healthcare,Negligible
Resource Specialist,0.2,285,1972,0.1445233265720081,Medical & Healthcare,Negligible
Senior Scientist,0.2,200,1750,0.1142857142857142,Medical & Healthcare,Negligible
Soil Scientist,0.2,168,1510,0.1112582781456953,Medical & Healthcare,Negligible
Toxicologist,0.2,121,1087,0.1113155473781048,Medical & Healthcare,Negligible
Client Relationship Manager,0.2,9,57,0.1578947368421052,Sales & Marketing,Negligible
Financial Planner,0.2,223,1460,0.1527397260273972,Administrative & Clerical,Negligible
Inventory Accountant,0.2,227,1633,0.1390079608083282,Administrative & Clerical,Negligible
Inventory Auditor,0.2,231,1672,0.1381578947368421,Administrative & Clerical,Negligible
Investment Advisor,0.2,257,1852,0.1387688984881209,Administrative & Clerical,Negligible
Investment Specialist,0.2,255,1845,0.1382113821138211,Administrative & Clerical,Negligible
Loan Administrator,0.2,246,1744,0.1410550458715596,Administrative & Clerical,Negligible
Loan Coordinator,0.2,248,1746,0.1420389461626575,Administrative & Clerical,Negligible
Loan Servicing Specialist,0.2,244,1647,0.1481481481481481,Administrative & Clerical,Negligible
Mortgage Assistant,0.2,189,1159,0.1630716134598792,Administrative & Clerical,Negligible
Mortgage Banker,0.2,178,1149,0.154917319408181,Administrative & Clerical,Negligible
Mortgage Originator,0.2,183,1144,0.1599650349650349,Administrative & Clerical,Negligible
Payroll Accountant,0.2,223,1255,0.1776892430278884,Administrative & Clerical,Negligible
Payroll Analyst,0.2,223,1255,0.1776892430278884,Administrative & Clerical,Negligible
Payroll Coordinator,0.2,223,1253,0.1779728651237031,Administrative & Clerical,Negligible
Payroll Specialist,0.2,224,1256,0.1783439490445859,Administrative & Clerical,Negligible
Portfolio Manager,0.2,218,1570,0.1388535031847133,Administrative & Clerical,Negligible
Production Accountant,0.2,182,1375,0.1323636363636363,Administrative & Clerical,Negligible
Property Accountant,0.2,177,1370,0.1291970802919708,Administrative & Clerical,Negligible
Real Estate Accountant,0.2,175,1369,0.1278305332359386,Administrative & Clerical,Negligible
Reconciliation Specialist,0.2,200,1425,0.1403508771929824,Administrative & Clerical,Negligible
Revenue Accountant,0.2,254,1894,0.1341077085533263,Administrative & Clerical,Negligible
Revenue Analyst,0.2,254,1732,0.1466512702078521,Administrative & Clerical,Negligible
Senior Financial Analyst,0.2,261,1986,0.1314199395770392,Administrative & Clerical,Negligible
Staff Accountant,0.2,248,1893,0.1310089804543053,Administrative & Clerical,Negligible
Universal Banker,0.2,189,1446,0.1307053941908713,Administrative & Clerical,Negligible
Chief Medical Officer,0.2,5,20,0.25,Medical & Healthcare,Negligible
Clinical Social Worker,0.2,7,23,0.3043478260869565,Medical & Healthcare,Negligible
Metallurgist,0.2,76,658,0.1155015197568389,Construction,Negligible
Mining Engineer,0.2,73,965,0.0756476683937823,Construction,Negligible
Naval Architect,0.2,87,982,0.0885947046843177,Construction,Negligible
Pipeline Engineer,0.2,134,1313,0.102056359482102,Construction,Negligible
Piping Designer,0.2,133,1297,0.1025443330763299,Construction,Negligible
Piping Engineer,0.2,132,1293,0.1020881670533642,Construction,Negligible
Power Engineer,0.2,131,1328,0.098644578313253,Construction,Negligible
Process Safety Engineer,0.2,141,1398,0.1008583690987124,Construction,Negligible
Recording Engineer,0.2,214,1603,0.1334996880848409,Construction,Negligible
Reservoir Engineer,0.2,141,1408,0.1001420454545454,Construction,Negligible
Safety Engineer,0.2,124,850,0.1458823529411764,Construction,Negligible
Traffic Engineer,0.2,156,1207,0.1292460646230323,Construction,Negligible
Transmission Engineer,0.2,143,1191,0.1200671704450042,Construction,Negligible
Utility Engineer,0.2,135,1143,0.1181102362204724,Construction,Negligible
Water Engineer,0.2,143,1165,0.1227467811158798,Construction,Negligible
Welding Engineer,0.2,139,1195,0.1163179916317991,Construction,Negligible
Department Manager,0.2,6,46,0.1304347826086956,Leadership & Strategy,Negligible
Facilities Manager,0.2,206,1345,0.1531598513011152,Administrative & Clerical,Negligible
Facility Technician,0.2,118,848,0.1391509433962264,Administrative & Clerical,Negligible
Knowledge Management Specialist,0.2,274,1806,0.1517165005537098,Administrative & Clerical,Negligible
Meeting Planner,0.2,163,1506,0.1082337317397078,Administrative & Clerical,Negligible
Office Assistant,0.2,215,1280,0.16796875,Administrative & Clerical,Negligible
Planner,0.2,211,1889,0.1116993118051879,Administrative & Clerical,Negligible
Program Assistant,0.2,221,1894,0.1166842661034846,Administrative & Clerical,Negligible
Scheduling Manager,0.2,255,1841,0.1385116784356328,Administrative & Clerical,Negligible
Unit Assistant,0.2,179,1451,0.1233631977946244,Administrative & Clerical,Negligible
Car Porter,0.2,4,14,0.2857142857142857,Hospitality,Negligible
Charter Pilot,0.2,2,0,,Hospitality,Negligible
Commercial Pilot,0.2,2,0,,Hospitality,Negligible
Conductor,0.2,2,0,,Hospitality,Negligible
Corporate Pilot,0.2,2,0,,Hospitality,Negligible
Driver Helper,0.2,48,465,0.1032258064516129,Hospitality,Negligible
Locomotive Engineer,0.2,22,118,0.1864406779661017,Construction,Negligible
Messenger,0.2,67,436,0.1536697247706422,Hospitality,Negligible
Test Driver,0.2,117,1055,0.1109004739336492,Hospitality,Negligible
Test Pilot,0.2,119,1072,0.1110074626865671,Hospitality,Negligible
Train Conductor,0.2,121,1104,0.1096014492753623,Hospitality,Negligible
Train Engineer,0.2,127,1109,0.1145175834084761,Hospitality,Negligible
Transportation Engineer,0.2,182,1382,0.1316931982633864,Construction,Negligible
Cocktail Server,0.2,4,14,0.2857142857142857,Hospitality,Negligible
Coffee Roaster,0.2,4,14,0.2857142857142857,Hospitality,Negligible
Executive Steward,0.2,66,683,0.0966325036603221,Hospitality,Negligible
Food Service Specialist,0.2,166,1198,0.1385642737896494,Hospitality,Negligible
Grill Cook,0.2,38,303,0.1254125412541254,Hospitality,Negligible
Guide,0.2,72,479,0.150313152400835,Hospitality,Negligible
Head Chef,0.2,43,349,0.1232091690544412,Hospitality,Negligible
House Manager,0.2,116,989,0.1172901921132457,Hospitality,Negligible
Houseman,0.2,31,187,0.1657754010695187,Hospitality,Negligible
Kitchen Hand,0.2,26,156,0.1666666666666666,Hospitality,Negligible
Kitchen Helper,0.2,26,156,0.1666666666666666,Hospitality,Negligible
Kitchen Worker,0.2,29,166,0.1746987951807229,Hospitality,Negligible
After School Teacher,0.2,1,1,1.0,Administrative & Clerical,Negligible
Chemistry Teacher,0.2,8,31,0.2580645161290322,Administrative & Clerical,Negligible
Chinese Teacher,0.2,8,31,0.2580645161290322,Administrative & Clerical,Negligible
Classroom Teacher,0.2,8,31,0.2580645161290322,Administrative & Clerical,Negligible
College Advisor,0.2,10,60,0.1666666666666666,Administrative & Clerical,Negligible
College Counselor,0.2,10,60,0.1666666666666666,Administrative & Clerical,Negligible
Cosmetology Instructor,0.2,7,23,0.3043478260869565,Administrative & Clerical,Negligible
Cosmetology Teacher,0.2,7,23,0.3043478260869565,Administrative & Clerical,Negligible
Director Of Admissions,0.2,10,60,0.1666666666666666,Leadership & Strategy,Negligible
Director Of Training,0.2,9,57,0.1578947368421052,Leadership & Strategy,Negligible
Drama Teacher,0.2,8,31,0.2580645161290322,Administrative & Clerical,Negligible
Education Teacher,0.2,153,1101,0.1389645776566757,Administrative & Clerical,Negligible
Educator,0.2,166,1160,0.143103448275862,Administrative & Clerical,Negligible
Elementary Music Teacher,0.2,163,1163,0.1401547721410146,Administrative & Clerical,Negligible
Elementary School Teacher,0.2,159,1102,0.1442831215970962,Administrative & Clerical,Negligible
English Instructor,0.2,154,1083,0.1421975992613111,Administrative & Clerical,Negligible
English Teacher,0.2,154,1083,0.1421975992613111,Administrative & Clerical,Negligible
Esl Instructor,0.2,154,1082,0.1423290203327172,Administrative & Clerical,Negligible
Esl Teacher,0.2,154,1082,0.1423290203327172,Administrative & Clerical,Negligible
Family Consumer Science Teacher,0.2,147,1028,0.1429961089494163,Administrative & Clerical,Negligible
French Teacher,0.2,152,1049,0.1448999046711153,Administrative & Clerical,Negligible
Ged Instructor,0.2,152,1049,0.1448999046711153,Administrative & Clerical,Negligible
German Teacher,0.2,152,1049,0.1448999046711153,Administrative & Clerical,Negligible
Health Teacher,0.2,166,1262,0.1315372424722662,Administrative & Clerical,Negligible
Hebrew Teacher,0.2,169,1264,0.1337025316455696,Administrative & Clerical,Negligible
Instructional Coach,0.2,240,1620,0.1481481481481481,Administrative & Clerical,Negligible
Language Specialist,0.2,212,1502,0.1411451398135819,Administrative & Clerical,Negligible
Learning Specialist,0.2,241,1616,0.1491336633663366,Administrative & Clerical,Negligible
Literacy Specialist,0.2,227,1520,0.1493421052631579,Administrative & Clerical,Negligible
Museum Educator,0.2,146,881,0.1657207718501702,Administrative & Clerical,Negligible
Parent Educator,0.2,131,814,0.1609336609336609,Administrative & Clerical,Negligible
Proctor,0.2,134,1072,0.125,Administrative & Clerical,Negligible
Provost,0.2,149,1200,0.1241666666666666,Leadership & Strategy,Negligible
Public Health Educator,0.2,180,1555,0.1157556270096463,Medical & Healthcare,Negligible
Reading Specialist,0.2,175,1596,0.1096491228070175,Administrative & Clerical,Negligible
Recreation Supervisor,0.2,170,1293,0.131477184841454,Hospitality,Negligible
School Aide,0.2,147,793,0.1853720050441362,Administrative & Clerical,Negligible
